,objectID,Title,ArtistName,TimePeriod,Region Detailed,Country,Century,Culture,primaryImage
1239,436012,The Fishing Boat,Gustave Courbet,1865,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-031.jpg
1240,436013,The Hidden Brook,Gustave Courbet,ca. 1873–77,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP290289.jpg
1241,436014,Hunting Dogs with Dead Hare,Gustave Courbet,1857,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1961.jpg
1242,436015,Louis Gueymard (1822–1880) as Robert le Diable,Gustave Courbet,1857,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1975.jpg
1243,436016,"Madame Auguste Cuoq (Mathilde Desportes, 1827–1910)",Gustave Courbet,ca. 1852–57,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1960.jpg
1244,436017,Monsieur Suisse,Gustave Courbet,1861,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1962.jpg
1245,436018,Nude with Flowering Branch,Gustave Courbet,1863,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1275-001.jpg
1246,436020,River and Rocks,Gustave Courbet,1873–77,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP302935.jpg
1247,436021,The Sea,Gustave Courbet,1865 or later,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1966.jpg
1248,436022,The Source,Gustave Courbet,1862,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP124050.jpg
1249,436023,The Source of the Loue,Gustave Courbet,1864,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1964.jpg
1250,436024,Woman in a Riding Habit (L'Amazone),Gustave Courbet,1856,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2147.jpg
1251,436025,View of Ornans,Gustave Courbet,probably mid-1850s,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1976.jpg
1252,436026,Spring Flowers,Gustave Courbet,ca. 1855–60,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep29.100.121.bw.R.jpg
1253,436028,"Portrait of a Woman, Called Héloïse Abélard",Gustave Courbet,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22882-001.jpg
1254,436033,Lukas Spielhausen,Lucas Cranach the Elder,1532,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP278979.jpg
1255,436034,Christ and the Adulteress,Lucas Cranach the Younger and Workshop,ca. 1545–50,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280360.jpg
1256,436035,Christ Blessing the Children,Lucas Cranach the Younger and Workshop,ca. 1545–50,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280362.jpg
1257,436036,"Johann (1498–1537), Duke of Saxony",Lucas Cranach the Elder,ca. 1534–37,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280918.jpg
1258,436037,The Judgment of Paris,Lucas Cranach the Elder,ca. 1528,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280358.jpg
1259,436038,Judith with the Head of Holofernes,Lucas Cranach the Elder,ca. 1530,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280784.jpg
1260,436039,The Martyrdom of Saint Barbara,Lucas Cranach the Elder,ca. 1510,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP159770.jpg
1261,436040,Portrait of a Man with a Rosary,Lucas Cranach the Elder,ca. 1508,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280790.jpg
1262,436041,Samson and Delilah,Lucas Cranach the Elder,ca. 1528–30,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP159774.jpg
1263,436042,Venus and Cupid,Lucas Cranach the Elder,ca. 1525–27,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280356.jpg
1264,436043,"Friedrich III (1463–1525), the Wise, Elector of Saxony",Lucas Cranach the Elder and Workshop,1533,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP278968.jpg
1265,436045,"Johann I (1468–1532), the Constant, Elector of Saxony",Lucas Cranach the Elder and Workshop,1532–33,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP278975.jpg
1266,436047,Martin Luther (1483–1546),Lucas Cranach the Elder,probably 1532,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP159769.jpg
1267,436048,The Meeting of Alexander the Great and Diogenes,Gaspar de Crayer,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep71.1.bw.R.jpg
1268,436049,Philip IV (1605–1665) in Parade Armor,Gaspar de Crayer,ca. 1628,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT211613.jpg
1269,436050,Saint Lucy and Her Mother at the Shrine of Saint Agatha; Saint Lucy Giving Alms; Saint Lucy before Paschasius; Saint Lucy Resisting Efforts to Move Her,Giovanni di Bartolommeo Cristiani,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP331.jpg
1270,436053,Pietà,Carlo Crivelli,1476,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19502-001.jpg
1271,436054,Saint Dominic,Carlo Crivelli,1472,Italian,Italy,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT354152.jpg
1272,436057,"Hautbois Common, Norfolk",John Crome,probably ca. 1810,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP167135.jpg
1273,436060,Bacchus and Nymphs in a Landscape,Abraham van Cuylenborch,probably 1640s,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143164.jpg
1274,436061,Landscape with the Flight into Egypt,Aelbert Cuyp,ca. 1650,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143208.jpg
1275,436062,Piping Shepherds,Aelbert Cuyp,ca. 1643–44,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143163.jpg
1276,436063,Equestrian Portrait of Cornelis (1639–1680) and Michiel Pompe van Meerdervoort (1638–1653) with Their Tutor and Coachman,Aelbert Cuyp,ca. 1652–53,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146442.jpg
1277,436064,Young Herdsmen with Cows,Aelbert Cuyp,ca. 1655–60,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146445.jpg
1278,436065,Children and a Cow,Aelbert Cuyp,1635–39,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146486.jpg
1279,436068,Christ Enthroned with Saints,Bernardo Daddi,ca. 1325,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP261714.jpg
1280,436069,Saint Reparata before the Emperor Decius,Bernardo Daddi,ca. 1338–40,Italian,Italy,1300's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-13336-001.jpg
1281,436070,Saint Reparata Being Prepared for Execution,Bernardo Daddi,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-13337-001.jpg
1282,436071,Saint Reparata Tortured with Red-Hot Irons,Bernardo Daddi,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-13338-001.jpg
1283,436073,Madonna and Child Enthroned with Saints,Bernardo Daddi,Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.70.bw.R.jpg
1284,436078,Charity,Cesare Dandini,ca. 1630,Italian,Italy,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-15425-001.jpg
1285,436079,Uvedale Tomkyns Price (1685–1764) and Members of His Family,Bartholomew Dandridge,possibly early 1730s,British,Britain,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP167131.jpg
1286,436080,The Banks of the Oise,Charles-François Daubigny,1863,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19019-001.jpg
1287,436081,Landscape on a River,Charles-François Daubigny,1863,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19584-001.jpg
1288,436083,A River Landscape with Storks,Charles-François Daubigny,1864,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19020-001.jpg
1289,436084,Boats on the Seacoast at Étaples,Charles-François Daubigny,1871,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1981.jpg
1290,436085,Apple Blossoms,Charles-François Daubigny,1873,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2145.jpg
1291,436086,The Seine: Morning,Charles-François Daubigny,1874,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19626-001.jpg
1292,436088,Portejoie on the Seine,Charles-François Daubigny,1858 or 1868,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19017-001.jpg
1293,436089,The Hamlet of Optevoz,Charles-François Daubigny,ca. 1852,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT332111.jpg
1294,436091,The Laundress,Honoré Daumier,186[3?],French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2141.jpg
1295,436092,Don Quixote and the Dead Mule,Honoré Daumier,after 1864,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22554-001.jpg
1296,436093,The Drinkers,Honoré Daumier,by 1861,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-21956-001.jpg
1297,436095,The Third-Class Carriage,Honoré Daumier,ca. 1862–64,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-21027-001.jpg
1298,436099,The Nativity with Donors and Saints Jerome and Leonard,Gerard David,ca. 1510–15,Netherlandish,Netherlands,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1476.jpg
1299,436101,The Rest on the Flight into Egypt,Gerard David,ca. 1512–15,Netherlandish,Netherlands,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-023.jpg
1300,436102,Virgin and Child with Four Angels,Gerard David,ca. 1510–15,Netherlandish,Netherlands,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1410-001.jpg
1301,436105,The Death of Socrates,Jacques Louis David,1787,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-13139-001.jpg
1302,436106,"Antoine Laurent Lavoisier (1743–1794) and Marie Anne Lavoisier (Marie Anne Pierrette Paulze, 1758–1836)",Jacques Louis David,1788,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-19709-001.jpg
1303,436107,General Étienne-Maurice Gérard (1773–1852),Jacques Louis David,1816,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-13141-001.jpg
1304,436108,Head of a Child,Jacques Louis David,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP312864.jpg
1305,436114,The Experts,Alexandre-Gabriel Decamps,1837,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT209332.jpg
1306,436115,The Good Samaritan,Alexandre-Gabriel Decamps,by 1853,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP346117.jpg
1307,436116,The Turkish Patrol,Alexandre-Gabriel Decamps,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT202029.jpg
1308,436118,The Forge,Léonard Defrance,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep71.93.R.jpg
1309,436119,The Rope Dance,Léonard Defrance,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep71.105.R.jpg
1310,436120,The Old Italian Woman,Edgar Degas,1857,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/EP1004.jpg
1311,436121,A Woman Seated beside a Vase of Flowers (Madame Paul Valpinçon?),Edgar Degas,1865,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1566.jpg
1312,436122,The Collector of Prints,Edgar Degas,1866,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1920.jpg
1313,436123,"The Ballet from ""Robert le Diable""",Edgar Degas,1871,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1911.jpg
1314,436139,Dancers Practicing at the Barre,Edgar Degas,1877,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT840.jpg
1315,436140,"Dancers, Pink and Green",Edgar Degas,ca. 1890,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14936-033.jpg
1316,436141,The Dancing Class,Edgar Degas,ca. 1870,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1564.jpg
1317,436144,James-Jacques-Joseph Tissot (1836–1902),Edgar Degas,ca. 1867–68,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2117.jpg
1318,436145,Joseph-Henri Altès (1826–1895),Edgar Degas,1868,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT204709.jpg
1319,436149,"Madame Théodore Gobillard (Yves Morisot, 1838–1893)",Edgar Degas,1869,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2156.jpg
1320,436150,Marie Dihau (1843–1935),Edgar Degas,1867–68,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT267444.jpg
1321,436152,Portrait of a Woman in Gray,Edgar Degas,ca. 1865,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1912.jpg
1322,436162,Sulking,Edgar Degas,ca. 1870,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1918.jpg
1323,436168,Two Men,Edgar Degas,ca. 1865–69,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT6944.jpg
1324,436174,A Woman Ironing,Edgar Degas,1873,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1910.jpg
1325,436175,Basket of Flowers,Eugène Delacroix,1848–49,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14347-001.jpg
1326,436176,Christ Asleep during the Tempest,Eugène Delacroix,ca. 1853,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14343-001.jpg
1327,436177,George Sand's Garden at Nohant,Eugène Delacroix,ca. 1842–43,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14092-001.jpg
1328,436178,Hamlet and His Mother,Eugène Delacroix,1849,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2001.jpg
1329,436179,"Madame Henri François Riesener (Félicité Longrois, 1786–1847)",Eugène Delacroix,1835,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14346-001.jpg
1330,436180,The Natchez,Eugène Delacroix,1823–24 and 1835,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-14345-001.jpg
1331,436182,Triumph of the Amazons,Claude Déruet,1620s,French,France,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP318357.jpg
1332,436183,Departure of the Amazons,Claude Déruet,1620s,French,France,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP318355.jpg
1333,436186,Still Life with Silver,Alexandre François Desportes,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP283310.jpg
1334,436187,A Dragoon on Horseback,Edouard Detaille,1876,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep08.136.5.bw.R.jpg
1335,436188,The Defense of Champigny,Edouard Detaille,1879,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT259753.jpg
1336,436189,Gendarmes d'Ordonnance,Edouard Detaille,1894,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP364161.jpg
1337,436190,Louis-Félix Amiel (1802–1864),Eugène Devéria,1837,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP289719.jpg
1338,436191,Diana,Narcisse-Virgile Diaz de la Peña,1849,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP352743.jpg
1339,436192,Autumn: The Woodland Pond,Narcisse-Virgile Diaz de la Peña,1867,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP352741.jpg
1340,436193,The Edge of the Woods,Narcisse-Virgile Diaz de la Peña,1872,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-20595-001.jpg
1341,436195,A Vista through Trees: Fontainebleau,Narcisse-Virgile Diaz de la Peña,1873,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP366369.jpg
1342,436196,The Forest of Fontainebleau,Narcisse-Virgile Diaz de la Peña,1874,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP366371.jpg
1343,436198,Saint Cecilia,Abraham van Diepenbeeck,Unknown time period,Flemish,Belgium,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22910-001.jpg
1344,436199,Christ Healing the Sick,Christian Wilhelm Ernst Dietrich,1742,German,Germany,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-22532-001.jpg
1345,436201,"Surprised, or Infidelity Found Out",Christian Wilhelm Ernst Dietrich,Unknown time period,German,Germany,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP273092.jpg
1346,436205,Landscape with Moses and the Burning Bush,Domenichino (Domenico Zampieri),1610–16,Italian,Italy,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT10296.jpg
1347,436206,Portrait of an Old Man,Francisco Domingo y Marqués,1882,Spanish,Spain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep08.136.14.bw.R.jpg
1348,436207,Don Quixote and Sancho Panza Entertained by Basil and Quiteria,Gustave Doré,1863?,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP318275.jpg
1349,436208,The Three Ages of Humans,Dosso Dossi (Giovanni de Lutero),Unknown time period,Italian,Italy,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP123842.jpg
1350,436209,An Evening School,Gerrit Dou,ca. 1655–57,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP101529.jpg
1351,436211,Portrait of a Man (Self-Portrait?),Willem Drost,1653 or 1655,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146487.jpg
1352,436212,Young Woman with a Pearl Necklace,Willem Drost,Unknown time period,Dutch,Netherlands,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145914.jpg
1353,436213,"Portrait of a Woman, Said to be Madame Charles Simon Favart (Marie Justine Benoîte Duronceray, 1727–1772)",François Hubert Drouais,1757,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP324044.jpg
1354,436214,"Marie Rinteau, called Mademoiselle de Verrières",François Hubert Drouais,1761,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-406-01.jpg
1355,436215,Madame Sophie de France (1734–1782),François Hubert Drouais,1762,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP323397.jpg
1356,436216,Portrait of a Young Woman as a Vestal Virgin,François Hubert Drouais,1767,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP324593.jpg
1357,436217,Boy with a Black Spaniel,François Hubert Drouais,ca. 1767,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP324600.jpg
1358,436221,A Couple in an Interior with a Gypsy Fortune-Teller,Jacob Duck,ca. 1632–33,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP146500.jpg
1359,436222,Self-Portrait with a Harp,Rose Adélaïde Ducreux,1791,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP164843.jpg
1360,436223,Landing the Shore End of the Atlantic Cable,Robert Charles Dudley,1866,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP371472.jpg
1361,436224,Awaiting the Reply,Robert Charles Dudley,ca. 1866,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT318073.jpg
1362,436225,Grappling for the Lost Cable,Robert Charles Dudley,ca. 1866,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep92.10.45.bw.R.jpg
1363,436226,"Homeward Bound: ""The Great Eastern""",Robert Charles Dudley,ca. 1866,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/256657.jpg
1364,436227,Landing at Newfoundland,Robert Charles Dudley,ca. 1866,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep92.10.46.bw.R.jpg
1365,436228,Making the Splice between the Shore End and the Ocean Cable,Robert Charles Dudley,ca. 1866,British,Britain,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep92.10.47.bw.R.jpg
1366,436229,Imaginary Landscape,Gaspard Dughet,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP225500.jpg
1367,436230,Card Players in a Drawing Room,Pierre Louis Dumesnil the Younger,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP356146.jpg
1368,436235,"Madame de Saint-Morys (Eléonore Elisabeth Angélique de Beauterne, 1742–1824)",Joseph Siffred Duplessis,1776,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP264503.jpg
1369,436236,Benjamin Franklin (1706–1790),Joseph Siffred Duplessis,1778,French,France,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-1255-001.jpg
1370,436239,"Anne Elizabeth Cholmley (1769–1788), Later Lady Mulgrave",Gainsborough Dupont,Unknown time period,British,Britain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169398.jpg
1371,436240,Mrs. John Puget (Catherine Hawkins),Richard Gainsborough Dupont,Unknown time period,British,Britain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169399.jpg
1372,436241,Cows Crossing a Ford,Jules Dupré,1836,French,France,1800's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP232030.jpg
1373,436243,Salvator Mundi,Albrecht Dürer,ca. 1505,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP164819.jpg
1374,436244,Virgin and Child with Saint Anne,Albrecht Dürer,probably 1519,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280846.jpg
1375,436246,Portrait of an Italian Woman,German Painter,Unknown time period,German,Germany,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280389.jpg
1376,436248,A Young Woman in a Landscape,Dutch Painter,Unknown time period,Dutch,Netherlands,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143171.jpg
1377,436252,"James Stuart (1612–1655), Duke of Richmond and Lennox",Anthony van Dyck,ca. 1633–35,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT5475.jpg
1378,436253,Lucas van Uffel (died 1637),Anthony van Dyck,ca. 1622,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT31.jpg
1379,436255,"Portrait of a Woman, Called the Marchesa Durazzo",Anthony van Dyck,probably ca. 1622–25,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-17538-001.jpg
1380,436256,"Robert Rich (1587–1658), Second Earl of Warwick",Anthony van Dyck,ca. 1632–35,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT2821.jpg
1381,436257,Saint Rosalie Interceding for the Plague-stricken of Palermo,Anthony van Dyck,1624,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18296-037.jpg
1382,436260,Study Head of an Old Man with a White Beard,Anthony van Dyck,ca. 1617–20,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP-18296-015.jpg
1383,436262,Virgin and Child with Saint Catherine of Alexandria,Anthony van Dyck,ca. 1630,Flemish,Belgium,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT5286.jpg
1384,436266,Isaac Blessing Jacob,Gerbrand van den Eeckhout,1642,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP145918.jpg
1385,436267,A Musical Party,Gerbrand van den Eeckhout,early 1650s,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143165.jpg
1386,436268,Putti with a Medallion,Charles Dominique Joseph Eisen,Unknown time period,French,France,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP236827.jpg
1387,436270,Conversation Piece (The Sense of Smell),Jan Ekels the Younger,probably 1791,Dutch,Netherlands,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143214.jpg
1388,436271,The Crucifixion with Donors and Saints Peter and Margaret,Cornelis Engebrechtsz,ca. 1525–27,Netherlandish,Netherlands,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT10856.jpg
1389,436278,Allegory,William Etty,Unknown time period,British,Britain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169644.jpg
1390,436279,The Three Graces,William Etty,Unknown time period,British,Britain,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP169626.jpg
1391,436283,Virgin and Child in a Niche,Netherlandish Painter,ca. 1500,Netherlandish,Netherlands,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DT1484.jpg
1392,436284,A Donor Presented by a Saint,Dieric Bouts,ca. 1460–65,Netherlandish,Netherlands,1400's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.41.R.jpg
1393,436286,Portrait of a Man with a Moor's Head on His Signet Ring,Conrad Faber von Creuznach,Unknown time period,German,Germany,Unknown time period,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP280792.jpg
1394,436287,Heinrich(?) vom Rhein zum Mohren (1477–1536),Conrad Faber von Creuznach,late 1520s,German,Germany,1500's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP164864.jpg
1395,436288,Abraham Dismissing Hagar and Ishmael,Barent Fabritius,1658,Dutch,Netherlands,1600's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/DP143212.jpg
1396,436290,Flowers by a Stone Vase,Peter Faes,1786,Flemish,Belgium,1700's,European Paintings,https://images.metmuseum.org/CRDImages/ep/original/ep48.187.737.R.jpg
